microsoft_stock
0.035714
0.017241
-0.025424
-0.017391
-0.026549
-0.027273
-0.028037
0.019231
0.028302
0.018349
-0.009009
-0.009091
0.009174
0.009091
0
-0.018018
0.009174
0.018182
0.008929
0.017699
0.008696
0
0.034483
0.008333
-0.033058
0
-0.017094
0.004348
0.099567
0.062992
0.007407
-0.029412
-0.022727
-0.015504
0
-0.007874
0.007937
0
0.007874
-0.007812
0.007874
0.007812
-0.007752
0
0.007812
-0.023256
0
-0.015873
0
0
0.032258
0.03125
0.022727
0.02963
-0.021583
0
-0.007353
0.014815
0
-0.043796
0
0
-0.038168
0
-0.007937
0.016
-0.007874
-0.007937
0.004
0.011952
-0.007874
-0.015873
-0.032258
-0.008333
0.033613
0
0
0.01626
-0.04
-0.025
-0.042735
-0.026786
0.027523
-0.013393
0.013575
0.035714
0.017241
0.008475
0
0.033613
-0.02439
0.033333
0.008065
-0.024
-0.02459
-0.033613
-0.008696
-0.008772
0
-0.00885
-0.008929
-0.009009
0.009091
0.036036
0.026087
0.008475
0.02521
0.004098
-0.012245
0
-0.008264
0
-0.016667
0
-0.008475
0
0
-0.025641
-0.026316
-0.027027
0.083333
0.042735
-0.008197
0.016529
-0.01626
-0.041322
-0.025862
0.017699
0
0.026087
0.008475
0
-0.008403
0.016949
-0.0125
-0.021097
0
-0.025862
0
-0.00885
0
0.008929
0.079646
0.020492
0.028112
0.03125
0.045455
-0.036232
0.007519
0.044776
0
0.028571
0.006944
0.041379
0
0
-0.006623
0.033333
0.022581
-0.028391
0.019481
-0.012739
0.019355
0.037975
0.060976
0.022989
-0.005618
-0.039548
0.005882
0
-0.01462
0.008902
0.005882
-0.052632
0.037037
0.077381
0.033149
0.080214
0.009901
-0.009804
-0.014851
-0.020101
0.005128
-0.007653
0.012853
-0.005076
-0.010204
-0.005155
0.007772
0.007712
-0.035714
-0.026455
0.01087
0.010753
0.007979
0.023747
0.010309
0.010204
-0.002525
-0.002532
-0.040609
0.010582
0.010471
-0.010363
0.057592
0.014851
0.053659
0.032407
0.040359
0.064655
-0.02834
0
0.054167
-0.023715
0.036437
0.015625
0.042308
0.099631
-0.087248
0.011029
0.04
0.003497
-0.041812
0.063636
-0.001709
-0.017123
0.003484
-0.006944
-0.038462
-0.007273
0.003663
0.047445
0.069686
-0.009772
0.006579
-0.062092
-0.041812
-0.010909
0.0625
0.048443
-0.016502
0.036913
-0.006472
-0.029316
0
0.07047
0.047022
-0.002994
-0.018018
0.030581
0.014837
0.004386
-0.03639
-0.006042
0.033435
0.052941
0.019553
-0.010959
-0.006925
0.006974
-0.004155
-0.006954
0.028011
0.054496
0
-0.059432
0.043956
0.05
-0.005013
-0.052897
0.029255
-0.018088
0.006579
-0.03268
0.016216
0.021277
0.026042
-0.027919
0.015666
0.012853
0
0.005076
0
0.073232
-0.028235
0.007264
0.009615
0.019048
0.081776
-0.023758
0.04646
0.069767
-0.027668
-0.034553
0.025263
0.008214
-0.028513
-0.033543
-0.034707
-0.01573
0.018265
-0.029148
0.011547
0
0.061644
-0.008602
-0.019523
-0.004425
0.006667
-0.006623
-0.028889
0.004577
-0.006834
-0.050459
-0.057971
0.007692
0
0.020356
0.034913
0.010843
-0.003576
-0.007177
-0.009639
0.019465
-0.002387
0.002392
-0.004773
-0.021583
0.004902
-0.02439
-0.025
-0.074359
0.033241
0.02681
0.013055
0.023196
0.057935
-0.02619
-0.002445
0.002451
-0.026895
-0.002513
0.007557
-0.0225
0.007673
0.01269
-0.002506
-0.002513
-0.02267
-0.030928
-0.023936
0.021798
0.037333
0.03856
0.024752
0
-0.019324
-0.014778
0.03
0.004854
0.007246
-0.016787
0
0.026829
0.016627
0.044393
0.026846
0.006536
0.002165
0.038877
-0.012474
-0.044211
0.013216
0.002174
-0.0282
-0.004464
0.011211
0.015521
0.015284
0.025806
-0.01153
-0.009544
-0.006424
-0.008621
-0.069565
0.070093
0.052402
0.016598
0.012245
0.032258
0.003906
0.031128
0.033962
0.058394
0.089655
-0.066456
-0.010169
-0.013699
-0.003472
-0.003484
0.024476
-0.027304
-0.010526
-0.08156
-0.301158
0.060773
0.179688
-0.059603
-0.093897
-0.186529
0.050955
0
0.157576
0.041885
0.01005
-0.044776
0.015625
0.035897
-0.059406
-0.010526
0
0.042553
0.020408
-0.035
-0.010363
-0.020942
0.026738
-0.036458
0.027027
0.005263
-0.005236
-0.031579
-0.016304
-0.01105
-0.022346
0.005714
-0.082386
0.040248
0.029762
0.098266
-0.026316
0.027027
0.010526
0.057292
0.009852
0.058537
-0.041475
0
-0.009615
0.019417
0.014286
0
-0.037559
0.063415
0.022936
-0.026906
0.032258
0.017857
0.026316
0.034188
-0.07438
0.033482
-0.019438
0
-0.008811
0.026667
-0.008658
0
-0.056769
0.018519
-0.020455
0.034803
-0.022422
0.022936
0.013453
-0.013274
-0.008969
0.00905
-0.053812
-0.033175
0.009804
0.004854
0.019324
0.018957
0.018605
0.009132
0.040724
0
0.008696
0.012931
0
0.012766
0.006303
-0.029228
0.002151
0.019313
-0.006316
0.008475
0.02521
-0.004098
0.030864
0.01996
0.001957
-0.019531
-0.003984
0.018
-0.017682
0.036
-0.013514
-0.088063
0.008584
0.025532
-0.020747
-0.042373
-0.006637
0.013363
-0.006593
-0.030973
0.031963
-0.022124
0.013575
0.037946
-0.015054
0.0131
-0.008621
-0.030435
0.022422
-0.070175
0.023585
0.009217
-0.009132
0.004608
-0.002294
0.016092
-0.002262
0.011338
-0.004484
-0.002252
-0.015801
0.009174
0.027273
0.011062
-0.002188
0.004386
0
-0.004367
-0.02193
0.004484
0.013393
0.026432
-0.004292
-0.021552
0.004405
-0.013158
-0.022222
0.031818
-0.017621
0.006726
-0.011136
0.045045
0.021552
-0.004219
0.008475
0.021008
0.004115
0.016393
-0.004032
0.008097
0.002008
0.01002
0.015873
-0.007812
-0.007874
-0.003968
0.01992
0.046875
-0.014925
-0.011364
-0.019157
0.027344
0
0.019011
0.014925
0.023897
-0.012567
0
-0.003636
-0.025547
-0.016854
0.017143
0.003745
0
0.007463
-0.022222
-0.030303
-0.046875
0.012295
-0.020243
-0.041322
-0.006466
0.010846
0.021459
-0.016807
-0.017094
-0.021739
-0.013333
-0.036036
-0.004673
-0.028169
-0.024155
0.024752
0.004831
-0.024038
0.034483
0
0.004762
-0.042654
-0.049505
0.028646
0.043038
-0.014563
0.012315
0.014599
-0.016787
-0.02439
-0.0225
0.053708
0.009709
-0.004808
0.004831
0.038462
-0.00463
0.004651
0
-0.032407
-0.004785
-0.004808
0.028986
0.00939
0.013953
-0.013761
-0.025581
-0.00716
0.019231
0
-0.014151
-0.016746
-0.004866
-0.017115
-0.004975
-0.005
-0.01005
0.010152
0.017588
0.017284
-0.004854
0.014634
0.009615
0.014286
0.004695
-0.009346
-0.018868
-0.028846
-0.014851
-0.005025
0
-0.010101
-0.005102
-0.030769
0
-0.015873
0.005376
0.040107
0.023136
-0.015075
-0.028061
0.018373
-0.030928
-0.015957
-0.005405
0.013587
-0.013405
0
0.019022
-0.010667
0.013477
0.010638
-0.005263
0.037037
0.015306
-0.005025
0.005051
-0.01005
-0.005076
0
-0.033163
0.007916
0.013089
0.01292
0.015306
0.020101
0.009852
0.019512
-0.004785
0
-0.004808
0.009662
0.019139
0
0.007042
0.011655
-0.016129
-0.007026
-0.004717
-0.014218
0.009615
0
0.009524
0.002358
-0.030588
0
0.038835
0.011682
-0.020785
-0.004717
0.004739
0.023585
0.020737
0.056433
0.019231
-0.006289
0.027426
0.002053
-0.008197
0.02686
0.006036
0.02
-0.029412
-0.010101
-0.016327
0.033195
0.008032
-0.003984
-0.012
-0.02834
0.00625
-0.026915
0.017021
-0.004184
-0.004202
0.025316
0.016461
0.004049
-0.137097
-0.018692
-0.014286
0
0.019324
0
-0.047393
0.0199
-0.092683
0
0.072581
-0.017544
0.02551
-0.00995
0
-0.005025
0.007576
0
0.007519
-0.004975
0.0075
0.01737
0
0.002439
0
-0.06326
0.012987
0.041026
0.014778
0.033981
0.030516
0.020501
-0.013393
-0.002262
-0.006803
-0.013699
0.013889
0.020548
-0.022371
-0.011442
0
-0.027778
-0.009524
-0.009615
0.029126
0.018868
0
0.00463
0.009217
0.027397
0.02
0.015251
0
0.017167
-0.044304
0.015453
0
0.023913
0.002123
0.025424
-0.008264
-0.029167
-0.025751
0.030837
0.021368
0
0
-0.012552
-0.029661
0.008734
-0.017316
0
-0.004405
-0.035398
0.009174
0.009091
-0.002252
-0.011287
-0.015982
-0.020882
-0.014218
0.019231
0.023585
0.018433
-0.045249
0.014218
0.025701
-0.025057
-0.004673
-0.004695
-0.004717
0.009479
0.004695
0.011682
-0.011547
0.03271
0
-0.058824
0.014423
0.018957
0.009302
0.009217
-0.009132
0
0.013825
0.036364
0.013158
0.021645
-0.004237
-0.004255
-0.012821
-0.012987
0.008772
-0.028261
0.011186
0.017699
-0.023913
0.040089
0.014989
-0.004219
-0.002119
0.004246
-0.010571
0.012821
-0.008439
0.019149
0.002088
-0.0125
-0.016878
0.012876
0.006356
0.014737
0.033195
0.024096
-0.015686
0.011952
-0.015748
0.04
0.007692
0.007634
0.015152
0.003731
-0.009294
0.020638
0.007353
0.016423
-0.008977
0.094203
0.049669
0.006309
0.025078
-0.006116
-0.015385
-0.01875
-0.063694
0.030612
0.037954
0.023847
0.046584
0.011869
-0.024927
-0.027068
-0.01391
-0.025078
-0.009646
0.034091
0.026688
0.004587
-0.071537
0.02623
-0.01278
0.048544
0.027778
0.006006
0.008955
